Day,No,Word,Meaning,Target_Score,TOEIC_Frequency,Word_Type,Difficulty
10,75,supervision,감독,650,8,noun,intermediate
10,76,considerably,"상당히, 많이",650,8,adverb,intermediate
10,77,prepare,"준비하다, 채비를 갖추다",650,5,other,intermediate
10,78,district,"지역, 지구",650,5,other,intermediate
10,79,capable,"~을 할 수 있는, ~할 능력이 있는",650,8,adjective,intermediate
10,80,move,"옮기다, 움직이다, 조치, 수단, 이동, 이사",650,8,verb,basic
11,1,processing,"가공, 처리",650,8,noun,basic
11,2,waive,"(규칙 등을) 적용하지 않다, 
(권리·청구 등을) 포기하다",650,8,verb,intermediate
11,3,relocate,(공장 등을) 이전하다,650,8,verb,intermediate
11,4,brief,"~에게 간단히 설명하다, 브리핑 하다",650,8,verb,intermediate
11,5,relocation,"이전, 재배치",650,5,other,intermediate
11,6,indication,"징후, 조짐",650,8,noun,intermediate
11,7,regrettably,유감스럽게도,650,8,adverb,intermediate
11,8,boom,"붐, 호황",650,8,noun,intermediate
11,9,actually,"실제로, 사실은",650,5,other,intermediate
11,10,instruction,"설명, 지시",650,8,noun,basic
11,11,appearance,"외관, 외모",650,8,noun,intermediate
11,12,patent,"특허, 특허권, 특허품",650,8,noun,intermediate
11,13,narrowly,"주의 깊게, 좁게, 가까스로, 간신히, 겨우",650,8,adverb,intermediate
11,14,exempt,"면제된, ~이 없는",650,8,adjective,intermediate
11,15,consumption,"소비(량), 소모",650,8,noun,intermediate
11,16,unanimously,만장일치로,650,8,adverb,intermediate
11,17,delinquent,"(세금 등이) 연체된, 미불의",650,8,adjective,intermediate
11,18,heavily,"몹시, 심하게",650,8,adverb,basic
11,19,device,장치,650,8,noun,basic
11,20,securely,"(매듭 등이) 단단하게, 튼튼하게",650,8,adverb,intermediate
11,21,crowded,"붐비는, 복잡한",650,8,adjective,basic
11,22,enlarge,"확장하다, 확대하다",650,5,other,intermediate
11,23,persuasive,설득력 있는,650,8,adjective,intermediate
11,24,renowned,"저명한, 유명한, 명성이 있는",650,8,adjective,intermediate
11,25,clearance,"정리, 없애기, 허가",650,8,noun,intermediate
11,26,dedicated,"(목표 등에) 전념하는, 헌신적인",650,8,adjective,intermediate
11,27,precaution,"예방 조치, 예방책",650,8,noun,intermediate
11,28,adjacent,인접한,650,5,other,intermediate
11,29,install,"설치하다, 장치하다",650,5,other,intermediate
11,30,expiration,"(기간·임기 등의) 만료, 만기",650,8,noun,intermediate
11,31,reverse,"뒤의, 반대의",650,8,adjective,intermediate
11,32,constructive,건설적인,650,8,adjective,intermediate
11,33,inexperienced,"경험 없는, 미숙한",650,8,adjective,intermediate
11,34,architect,건축가,650,5,other,intermediate
11,35,tentative,"임시적인, 잠정적인",650,8,adjective,intermediate
11,36,permanent,영구적인,650,5,other,intermediate
11,37,totally,"완전히, 전적으로",650,5,other,intermediate
11,38,indicator,"지표, 지수",650,8,noun,intermediate
11,39,incur,"(손실을)입다, (빚을)지다",650,8,verb,advanced
11,40,presently,현재,650,8,adverb,intermediate
11,41,emphasize,강조하다,650,8,verb,intermediate
11,42,suppose,"생각하다, 추측하다",650,5,other,intermediate
11,43,inaccurate,부정확한,650,8,adjective,intermediate
11,44,competent,"유능한, 능숙한",650,8,adjective,intermediate
11,45,active,"적극적인, 활발한",650,8,adjective,basic
11,46,curtail,"~을 줄이다, 삭감하다",650,8,verb,intermediate
11,47,tend,"~하는 경향이 있다, ~하기 쉽다",650,8,verb,basic
11,48,designated,지정된,650,8,adjective,intermediate
11,49,contributor,"기고가, 공헌자",650,8,noun,intermediate
11,50,persist,"(집요하게) 계속하다, 계속되다, 지속되다",650,8,verb,intermediate
11,51,partially,"부분적으로, 일부분은",650,8,adverb,intermediate
11,52,demonstration,"설명, 드러냄, 시연",650,8,noun,intermediate
11,53,specification,"명세서, 설명서, 사양",650,8,noun,intermediate
11,54,collection,"소장품, 수집물, 징수, 수금",650,8,noun,intermediate
11,55,deduct,"공제하다, 빼다",650,8,verb,intermediate
11,56,convince,"납득시키다, 확신시키다",650,8,verb,intermediate
11,57,arise,"(문제 등이) 발생하다, 일어나다",650,8,verb,intermediate
11,58,absence,"부재, 결근, 결석",650,8,noun,intermediate
11,59,comparison,비교,650,8,noun,intermediate
11,60,anticipate,"예상하다, 기대하다",650,8,verb,intermediate
11,61,emerge,"부상하다, 나타나다",650,8,verb,intermediate
11,62,subscription,(정기 발행물의)구독,650,8,noun,intermediate
11,63,ease,"완화시키다, 쉬움, 용이함",650,8,verb,intermediate
11,64,warranty,"(품질 등의) 보증, 보증서",650,8,noun,intermediate
11,65,amend,수정하다,650,8,verb,intermediate
11,66,installment,할부,650,8,noun,intermediate
11,67,undergo,"겪다, 거치다, 경험하다",650,8,verb,intermediate
11,68,respondent,응답자,650,8,noun,intermediate
11,69,merge,"합병하다, 병합하다",650,8,verb,intermediate
11,70,expert,"전문가, 전문가의, 전문적인",650,8,noun,basic
11,71,encourage,"장려하다, 북돋아주다",650,8,verb,intermediate
11,72,comment,"논평하다, 언급하다",650,8,verb,basic
11,73,implication,"영향, 밀접한 관계",650,8,noun,intermediate
11,74,initiate,"(사업 등을) 착수하다, 시작하다",650,8,verb,intermediate
11,75,prosperity,번영,650,8,noun,intermediate
11,76,subscriber,"가입자, 구독자",650,8,noun,intermediate
11,77,evidence,증거,650,8,noun,basic
11,78,surpass,"~을 능가하다, 넘어서다",650,8,verb,intermediate
11,79,edition,(간행물의) 판,650,8,noun,intermediate
11,80,predict,예측하다,650,8,verb,intermediate
12,1,coordination,조정,650,8,noun,intermediate
12,2,face,"표면, 외관, (문제 등에) 직면하다, 향하다, 마주보다",650,7,verb,basic
12,3,proximity,"가까움, 근접함",650,8,noun,intermediate
12,4,convert,"전환하다, 변환하다",650,8,verb,intermediate
12,5,delegate,"(권한 등을) 위임하다, 대표",650,7,verb,intermediate
12,6,emergency,"비상시, 비상사태",650,8,noun,basic
12,7,bulk,대량의,650,8,noun,intermediate
12,8,designate,"지명하다, 지정하다",650,8,verb,intermediate
12,9,refreshments,"다과, 가벼운 음식물",650,8,noun,intermediate
12,10,matter,"중요하다, 문제되다, 문제, 일",650,7,verb,basic
12,11,congratulate,축하하다,650,8,verb,intermediate
12,12,publicize,"공표하다, 광고하다, 선전하다",650,7,verb,intermediate
12,13,suitcase,여행 가방,650,8,noun,basic
12,14,baggage,수화물,650,8,noun,basic
12,15,selection,"선택된 것, 정선품",650,8,noun,basic
12,16,belongings,"소지품, 소유물",650,8,noun,intermediate
12,17,reorganize,"재편성하다, 재조직하다",650,8,verb,intermediate
12,18,disturb,방해하다,650,8,verb,basic
12,19,detect,"간파하다, 탐지하다",650,7,verb,intermediate
12,20,atmosphere,"분위기, 환경",650,8,noun,intermediate
12,21,sponsor,"후원하다, 후원자",650,8,verb,basic
12,22,like,좋아하다,650,7,verb,basic
12,23,caution,"주의, 조심",650,8,noun,intermediate
12,24,attraction,관광 명소,650,8,noun,basic
12,25,double,두 배로 만들다,650,8,verb,basic
12,26,speak,이야기하다,650,7,verb,basic
12,27,sequence,"순서, 차례",650,8,noun,intermediate
12,28,container,"용기, 그릇",650,8,noun,basic
12,29,acquaint,"~에게 숙지시키다, 잘 알게 하다",650,7,verb,intermediate
12,30,related,관련된,650,5,other,intermediate
12,31,aggressively,적극적으로,650,7,adverb,intermediate
12,32,dismiss,"해임하다, 해고하다",650,8,verb,intermediate
12,33,lax,"(행동 등이)느슨한, 규율에 못 미치는",650,7,adjective,intermediate
12,34,live,(라디오 · TV가) 생방송인,650,7,adjective,basic
12,35,attitude,"태도, 마음가짐",650,8,noun,basic
12,36,envelope,봉투,650,8,noun,basic
12,37,ingredient,"재료, 성분",650,8,noun,intermediate
12,38,obstruct,"(전망 등을) 가리다, 차단하다; (도로 등을) 막다",650,8,verb,intermediate
12,39,prescribe,(약을) 처방하다,650,8,verb,intermediate
12,40,conserve,"보존하다, 유지하다",650,8,verb,intermediate
12,41,reaction,반응,650,5,other,intermediate
12,42,capability,"능력, 역량",650,8,noun,intermediate
12,43,chemical,화학 제품,650,8,noun,basic
12,44,respectful,"정중한, 존중하는",650,7,adjective,basic
12,45,consult,"상의하다, 상담하다",650,8,verb,basic
12,46,transform,"바꾸다, 변모시키다",650,7,verb,intermediate
12,47,divert,"우회시키다, 다른 곳으로 돌리다",650,8,verb,intermediate
12,48,formal,격식을 갖춘,650,7,adjective,basic
12,49,severely,"엄격하게, 심하게",650,7,adverb,intermediate
12,50,beverage,음료,650,8,noun,intermediate
12,51,unoccupied,"(집 등이) 비어있는, 사람이 살지 않는",650,8,adjective,intermediate
12,52,prominently,"눈에 잘 띄게, 두드러지게",650,7,adverb,intermediate
12,53,evaluation,평가,650,8,noun,intermediate
12,54,lucrative,"수익성 있는, 돈벌이가 되는",650,8,adjective,intermediate
12,55,excessive,"지나친, 과도한",650,8,adjective,intermediate
12,56,dietary,"식이 요법의, 규정식의",650,5,other,intermediate
12,57,edge,"우위, 유리함, 가장자리, 끝",650,8,noun,intermediate
12,58,consist,"구성되다, 이루어지다",650,5,other,intermediate
12,59,utility,"공공시설, 공공요금",650,5,other,intermediate
12,60,simple,단순한,650,5,other,intermediate
12,61,lecture,"강의, 강연",650,8,noun,basic
12,62,expenditure,"지출, 비용",650,8,noun,intermediate
12,63,ideal,이상적인,650,8,adjective,intermediate
12,64,proceeds,수익금,650,8,noun,intermediate
12,65,marginal,"약간의, 주변의",650,7,adjective,intermediate
12,66,impressed,"인상 깊게 생각하는, 감명을 받은",650,7,adjective,intermediate
12,67,sophisticated,"(기계가)정교한, 복잡한, 세련된",650,7,adjective,intermediate
12,68,dental,치과의,650,5,other,intermediate
12,69,consensus,"여론, 일치된 의견",650,8,noun,intermediate
12,70,phase,단계,650,8,noun,intermediate
12,71,skillfully,"능숙하게, 솜씨있게",650,7,adverb,intermediate
12,72,tightly,"단단히, 꽉",650,7,adverb,basic
12,73,cautious,"조심하는, 신중한",650,8,adjective,intermediate
12,74,transmit,전염시키다,650,5,other,intermediate
12,75,continually,계속해서,650,8,adverb,intermediate
12,76,advisable,"바람직한, 합당한",650,7,adjective,intermediate
12,77,measurement,"측정, 측량, 치수",650,8,noun,intermediate
12,78,accustomed,익숙한,650,7,adjective,intermediate
12,79,periodically,주기적으로,650,5,other,intermediate
12,80,realistically,현실적으로,650,7,adverb,intermediate
13,1,revolutionary,혁명적인,650,7,adjective,intermediate
13,2,recycling,재활용,650,8,noun,intermediate
13,3,relieve,완화시키다,650,5,other,intermediate
13,4,accomplished,"숙련된, 노련한",650,7,adjective,advanced
13,5,physician,내과 의사,650,8,noun,intermediate
13,6,confident,"확신하는, 자신 있는",650,7,adjective,intermediate
13,7,brisk,"활발한, 호황의",650,7,adjective,intermediate
13,8,reluctantly,"마지못해, 꺼려하여",650,6,adverb,intermediate
13,9,premium,보험료,650,5,other,intermediate
13,10,reliant,"의존하는, 의지하는",650,7,adjective,intermediate
13,11,health,"건강, (사회·기관의) 번영, 안녕",650,5,other,intermediate
13,12,disaster,재난,650,8,noun,basic
13,13,deficient,"부족한, 불충분한",650,7,adjective,advanced
13,14,deprivation,"박탈, 상실",650,5,other,intermediate
13,15,exposure,노출,650,5,other,intermediate
13,16,accidentally,"뜻하지 않게, 우연히",650,6,adverb,basic
13,17,contemporary,"동시대의, 현대의, 당대의",650,7,adjective,intermediate
13,18,banquet,"연회, 만찬",650,7,noun,intermediate
13,19,combination,"결합, 연합",650,5,other,intermediate
13,20,manuscript,원고,650,7,noun,intermediate
13,21,authentic,"진정한, 진짜의, 진품의",650,7,adjective,intermediate
13,22,donation,"기증, 기부",650,7,noun,intermediate
13,23,courteous,예의 바른,650,7,adjective,intermediate
13,24,customarily,"관례상, 습관적으로",650,6,adverb,intermediate
13,25,attentively,"주의 깊게, 조심스럽게",650,6,adverb,intermediate
13,26,conscious,"알고 있는, 자각하고 있는",650,5,other,intermediate
13,27,impede,"저해하다, 방해하다",650,7,verb,advanced
13,28,evenly,"고르게, 균등하게",650,6,adverb,intermediate
13,29,leak,"누출, 누출량, (물·빛이) 새게 하다",650,8,noun,basic
13,30,alter,"(성질·형상을) 고치다, 바꾸다",650,7,verb,intermediate
13,31,remarkable,"현저한, 두드러진",650,7,adjective,intermediate
13,32,foresee,"예견하다, 예감하다",650,7,verb,intermediate
13,33,diagnosis,진단,650,8,noun,intermediate
13,34,assert,"단언하다, 주장하다",650,7,verb,intermediate
13,35,contrary,반대,650,7,noun,intermediate
13,36,illustrate,"분명히 보여 주다, 설명하다",650,7,verb,intermediate
13,37,intersection,"교차로, 교차 지점",650,8,noun,intermediate
13,38,oblige,"어쩔 수 없이 ~하게 하다, ~에게 강요하다",650,7,verb,intermediate
13,39,consent,"동의, 허락",650,8,noun,intermediate
13,40,envision,"(장래의 일 등을) 계획하다, 상상하다",650,7,verb,intermediate
13,41,pharmaceutical,"제약의, 약학의",650,5,other,intermediate
13,42,redeemable,"(현금·상품과)교환할 수 있는, 환급할 수 있는",650,7,adjective,intermediate
13,43,economize,"절약하다, 아끼다",650,7,verb,intermediate
13,44,apparently,"보기에 ~한 듯한, 외관상으로는",650,6,adverb,intermediate
13,45,fund-raising,모금,650,7,noun,intermediate
13,46,insert,삽입하다,650,7,verb,intermediate
13,47,devise,"고안하다, 발명하다",650,7,verb,intermediate
13,48,inherently,본질적으로,650,7,adverb,intermediate
13,49,reliability,"신뢰도, 믿음직함",650,8,noun,intermediate
13,50,bonus,"상여금, 보너스",650,8,noun,basic
13,51,outlook,전망,650,8,noun,intermediate
13,52,detach,"분리하다, 떼다",650,7,verb,intermediate
13,53,applaud,"~에게 박수를 보내다, 칭찬하다",650,7,verb,intermediate
13,54,declare,(세관에서) 신고하다,650,7,verb,intermediate
13,55,automate,자동화하다,650,7,verb,intermediate
13,56,honor,"존경, 명예",650,8,noun,basic
13,57,appreciation,감사,650,8,noun,intermediate
13,58,malfunction,"오작동, 기능 불량",650,8,noun,intermediate
13,59,assemble,"(부품·기계 등을)조립하다, (사람을)모으다",650,7,verb,intermediate
13,60,renovate,"(낡은 건물·가구 등을)개조하다, 수리하다, 
보수하다",650,7,verb,intermediate
13,61,detour,우회,650,8,noun,basic
13,62,trust,"신뢰, 신임, 믿다, 신뢰하다",650,8,noun,basic
13,63,nomination,"임명, 지명",650,8,noun,intermediate
13,64,waste,"쓰레기, 폐기물",650,8,noun,basic
13,65,portfolio,"포트폴리오, 투자 자산 구성",650,8,noun,intermediate
13,66,trim,"(깎아) 다듬다, 없애다, 삭감하다",650,7,verb,intermediate
13,67,dissatisfaction,"불만, 불평",650,8,noun,intermediate
13,68,stability,"안정, 안정성",650,8,noun,intermediate
13,69,superb,"최고의, 뛰어난",650,7,adjective,intermediate
13,70,certificate,"증명서, 증서",650,8,noun,intermediate
13,71,disregard,"소홀히 하다, 무시하다",650,7,verb,intermediate
13,72,browse,"훑어보다, 둘러보다",650,7,verb,intermediate
13,73,explore,"조사하다, 탐구하다",650,7,verb,intermediate
13,74,drastic,"과감한, 급격한",650,7,adjective,intermediate
13,75,whole,"전체의, 온전한",650,7,adjective,basic
13,76,disappoint,실망시키다,650,7,verb,basic
13,77,accomplishment,"성과, 업적",650,8,noun,intermediate
13,78,misplace,"잃어버리다, 위치를 잘못 잡다",650,7,verb,intermediate
13,79,resignation,"사임, 사직, 사직서",650,8,noun,intermediate
13,80,coverage,"(보험의) 보상 범위, (신문 등의) 보도, 취재 범위",650,5,other,intermediate
14,1,hospitality,"환대, 친절",650,7,noun,intermediate
14,2,itinerary,여행 일정,650,7,noun,intermediate
14,3,convene,"(회원 등이) 모이다, (회의가) 개최되다",650,7,verb,advanced
14,4,union,노동조합,650,7,noun,intermediate
14,5,defer,"연기하다, 미루다",650,7,verb,intermediate
14,6,object,반대하다,650,7,verb,intermediate
14,7,chef,주방장,650,7,noun,basic
14,8,differ,"의견을 달리하다, 다르다",650,7,verb,intermediate
14,9,assumption,"추정, 산정",650,7,noun,intermediate
14,10,inspector,"조사관, 감독관",650,7,noun,intermediate
14,11,deserve,"~할 만하다, ~할 가치가 있다",650,6,verb,intermediate
14,12,gap,격차,650,7,noun,basic
14,13,praise,칭찬,650,7,noun,intermediate
14,14,wane,"감소, 쇠퇴",650,6,verb,advanced
14,15,abstract,"추상적인, 막연한",650,6,adjective,intermediate
14,16,encouragement,격려,650,7,noun,intermediate
14,17,tow,(차를) 견인하다,650,7,verb,intermediate
14,18,apprehensive,"걱정하는,염려하는",650,6,adjective,advanced
14,19,insurance,보험,650,5,other,intermediate
14,20,distract,"(주의를) 산만하게 하다, 빗기게 하다",650,7,verb,intermediate
14,21,intensify,"강화하다, 증대하다, 강렬하게 만들다",650,6,verb,intermediate
14,22,inflation,"물가 상승, 인플레이션, 통화 팽창",650,7,noun,intermediate
14,23,flavor,"맛, 풍미",650,7,noun,basic
14,24,fine,벌금,650,7,noun,intermediate
14,25,complication,복잡한 문제,650,7,noun,intermediate
14,26,induce,유발하다,650,5,other,intermediate
14,27,adjourn,(회의 등을) 휴회하다,650,7,verb,advanced
14,28,abolish,(제도 및 법률 등을) 폐지하다,650,6,verb,intermediate
14,29,dealer,"판매업자, 상인",650,7,noun,basic
14,30,freshness,신선함,650,7,noun,intermediate
14,31,dedication,헌신,650,7,noun,intermediate
14,32,gratitude,"고마움, 감사",650,7,noun,intermediate
14,33,advocate,옹호자,650,7,noun,intermediate
14,34,acquisition,"인수, 구입한 것",650,7,noun,intermediate
14,35,entry,"(경기 등의) 참가자, 출품물",650,7,noun,intermediate
14,36,discharge,방출하다,650,7,verb,intermediate
14,37,alleviate,완화하다,650,7,verb,intermediate
14,38,function,"행사, 연회",650,7,noun,intermediate
14,39,contaminate,오염시키다,650,7,verb,intermediate
14,40,abandon,"그만두다, 버리다",650,7,verb,intermediate
14,41,depression,불황,650,7,noun,intermediate
14,42,labor,"노동, 일하다, 노동하다",650,7,noun,basic
14,43,yield,"(이윤을) 가져오다, 산출하다",650,7,verb,intermediate
14,44,radically,"완전히, 철저히",650,6,adverb,intermediate
14,45,treatment,"대우, 처우",650,7,noun,intermediate
14,46,preserve,"보존하다, 보호하다",650,7,verb,intermediate
14,47,commence,시작되다,650,7,verb,intermediate
14,48,divide,"분배하다, 나누다",650,6,verb,basic
14,49,cuisine,(독특한)요리,650,7,noun,intermediate
14,50,intensively,집중적으로,650,6,adverb,intermediate
14,51,exclusion,"제외, 배제",650,7,noun,intermediate
14,52,deplete,고갈시키다,650,7,verb,intermediate
14,53,mounting,"증가하는, 오르는",650,6,adjective,intermediate
14,54,understanding,이해심 있는,650,7,adjective,basic
14,55,dense,"빽빽한, 밀집한",650,7,adjective,intermediate
14,56,prominent,"유명한, 두드러진",650,7,adjective,intermediate
14,57,attentive,"주의 깊은, 세심한",650,7,adjective,intermediate
14,58,dispose,"처분하다, 처리하다",650,7,verb,intermediate
14,59,foreseeable,예견할 수 있는,650,7,adjective,intermediate
14,60,deliberation,"토의, 심의",650,7,noun,intermediate
14,61,nutrition,영양,650,5,other,intermediate
14,62,incidental,부수적인,650,7,adjective,intermediate
14,63,inaccessible,"접근이 불가능한, 이용이 불가능한",650,7,adjective,intermediate
14,64,insight,"식견, 통찰력",650,7,noun,intermediate
14,65,unanimous,"만장일치의, 동의하는",650,7,adjective,advanced
14,66,coincidentally,"우연히, 일치하게, 동시 발생적으로",650,6,adverb,intermediate
14,67,prevention,예방,650,5,other,intermediate
14,68,disturbing,"충격적인, 불안감을 주는, 방해하는",650,6,adjective,intermediate
14,69,prevalent,"유행하고 있는, 널리 퍼진",650,7,adjective,intermediate
14,70,probable,"개연성이 높은, 유망한",650,6,adjective,intermediate
14,71,equip,"갖추다, 설비하다",650,7,verb,intermediate
15,1,indulge,"빠지다, 탐닉하다",650,4,verb,advanced
15,2,purify,정화시키다,650,6,verb,intermediate
15,3,speculation,추측,650,7,noun,intermediate
15,4,pleasing,"즐거운, 기분 좋은, 만족스러운",650,6,adjective,intermediate
15,5,desire,"욕구, 갈망, 원하다, 바라다",650,6,noun,intermediate
15,6,stir,"휘젓다, 뒤섞다",650,5,verb,intermediate
15,7,cleanliness,청결,650,7,noun,intermediate
15,8,attribute,(원인을)~의 덕분으로 돌리다,650,6,verb,intermediate
15,9,inflict,"(고통·피해를)입히다, 가하다",650,6,verb,advanced
15,10,infuriate,"화나게 하다, 격분시키다",650,3,verb,advanced
15,11,sip,"음미하며, 마시다, 홀짝거리다",650,5,verb,intermediate
15,12,procrastinate,"미루다, 꾸물거리다",650,4,verb,advanced
15,13,antique,골동품,650,6,noun,intermediate
15,14,collision,충돌,650,6,noun,intermediate
15,15,argumentative,"논쟁적인, 논쟁을 좋아하는",650,5,adjective,intermediate
15,16,exotic,"이국적인, 매혹적인",650,6,adjective,intermediate
15,17,alumni,"동창생들, 졸업생들",650,6,noun,intermediate
15,18,depreciation,"가치 하락, 화폐의 구매력 저하",650,6,noun,advanced
15,19,fatigue,피로,650,7,noun,intermediate
15,20,bond,채권,650,7,noun,intermediate
15,21,entrepreneur,사업가,650,7,noun,intermediate
15,22,shorten,"단축하다, 짧게 하다",650,6,verb,basic
15,23,fortunate,운 좋은,650,6,adjective,basic
15,24,excited,"신이 난, 들뜬",650,6,adjective,basic
15,25,mastermind,"(계획 등의)입안자, 지도자",650,5,noun,advanced
15,26,affix,(우표 등을) 붙이다,650,6,verb,intermediate
15,27,habit,"습관, 버릇",650,6,noun,basic
15,28,remainder,나머지,650,6,noun,intermediate
15,29,drape,(방 등을 커튼 등으로)장식하다,650,6,verb,intermediate
15,30,biography,"약력, 전기",650,6,noun,intermediate
15,31,dwindle,"줄어들다, 감소되다",650,6,verb,advanced
15,32,commentary,"해설, 설명",650,6,noun,intermediate
15,33,maneuver,"이동시키다, 움직이다",650,6,verb,advanced
15,34,endangered,멸종 위기에 처한,650,6,adjective,intermediate
15,35,encouraging,"고무적인, 힘을 북돋아 주는",650,6,adjective,intermediate
15,36,auction,경매,650,6,noun,intermediate
15,37,improbable,"사실이라고 생각할 수 없는, 일어날 것 같지 않은",650,6,adjective,intermediate
15,38,fabric,"섬유, 천",650,6,noun,intermediate
15,39,symptom,증상,650,7,noun,intermediate
15,40,adversity,"역경, 불운",650,6,noun,advanced
15,41,assent,"찬성하다, 승인, 동의",650,4,verb,advanced
15,42,reflective,반영하는,650,6,adjective,intermediate
15,43,defy,"저항하다, (설명 · 묘사 등이) 거의 불가능하다",650,5,verb,advanced
15,44,refute,"부인하다, 반박하다",650,6,verb,advanced
15,45,independence,독립성,650,6,noun,intermediate
15,46,unprecedented,전례 없는,650,6,adjective,advanced
15,47,automotive,자동차의,650,6,adjective,intermediate
15,48,exploit,"착취하다, 부당하게 이용하다",650,6,verb,advanced
15,49,extinction,멸종,650,6,noun,intermediate
15,50,aid,원조,650,7,noun,intermediate
15,51,pollutant,오염 물질,650,7,noun,intermediate
15,52,improvise,"(연주 · 연설 등을) 즉흥적으로 하다, 즉석에서 만들다",650,4,verb,intermediate
15,53,inspiration,영감,650,6,noun,intermediate
15,54,monopoly,"(상품의)독점, 전매",650,5,noun,advanced
15,55,celebrity,"유명 인사, 명사",650,6,noun,intermediate
15,56,drought,가뭄,650,5,noun,intermediate
15,57,elegant,"우아한, 고상한",650,6,adjective,intermediate
15,58,innate,타고난,650,5,adjective,intermediate
