Day,No,Word,Meaning,Target_Score,TOEIC_Frequency,Word_Type,Difficulty,Theme,Synonyms,Antonyms,Related_Words
6,79,direct,"~에게 길을 안내하다, 가르쳐주다",650,9,verb,basic,경영/관리,"guide, instruct, manage","follow, mislead","directive, supervisor, coordinate"
6,80,perform,"(일〮과제 〮의무 등을) 행하다, 실행하다",650,9,verb,basic,경영/관리,"execute, carry out, fulfill","neglect, fail","task, duty, evaluation"
7,1,employment,고용,650,10,noun,basic,인사/복지,"job, hiring, recruitment","unemployment, dismissal","salary, employee, position"
7,2,employee,"직원, 고용인",650,10,noun,basic,인사/복지,"worker, personnel, staff member","employer, manager","salary, benefit, position"
7,3,benefit,"혜택, 이익, 혜택을 보다, 이익을 얻다",650,10,noun,basic,인사/복지,"advantage, welfare, perk","drawback, disadvantage","salary, insurance, compensation"
7,4,leave,"휴가, 떠나다, 남기다",650,10,noun,basic,인사/복지,"absence, vacation, time off","return, attendance","benefit, salary, policy"
7,5,eligible,"자격이 있는,적격의",650,9,adjective,intermediate,인사/복지,"qualified, entitled, authorized","ineligible, unqualified","criterion, requirement, application"
7,6,occupation,직업,650,9,noun,basic,인사/복지,"profession, vocation, job",none,"salary, employment, position"
7,7,training,"교육,훈련",650,9,noun,basic,인사/복지,"instruction, education, coaching",none,"orientation, development, workshop"
7,8,wage,"임금, 급료",650,9,noun,basic,인사/복지,"salary, pay, remuneration",deduction,"compensation, benefit, payroll"
7,9,rest,"쉬다, 휴식을 취하다, 휴식, 나머지",650,9,noun,basic,인사/복지,"break, pause, intermission","work, activity","schedule, leave, welfare"
7,10,compensation,"보상금, 보상",650,9,noun,intermediate,인사/복지,"remuneration, payment, salary","penalty, debt","benefit, payroll, allowance"
7,11,workshop,"워크숍, 연수",650,9,noun,basic,인사/복지,"seminar, training session, retreat",none,"development, professional, instructor"
7,12,beneficial,"유익한, 이로운",650,9,adjective,intermediate,인사/복지,"advantageous, profitable, helpful","detrimental, harmful","advantage, welfare, insurance"
7,13,compensate,보상하다,650,9,verb,intermediate,인사/복지,"reimburse, remunerate, repay",penalize,"salary, insurance, expense"
7,14,incentive,"혜택, 장려금",650,9,noun,intermediate,인사/복지,"bonus, motivation, stimulus",disincentive,"salary, commission, performance"
7,15,earn,"(금전 등을)벌다, (평판을) 받다, 얻다",650,9,verb,basic,인사/복지,"gain, acquire, receive","spend, lose","salary, income, wage"
7,16,retire,"퇴직하다, 은퇴하다",650,9,verb,basic,인사/복지,"step down, resign, withdraw","hire, employ","pension, employment, benefit"
7,17,overtime,"초과 근무, 야근",650,9,noun,intermediate,인사/복지,"extra hours, supplementary time, additional work","reduced hours, under time","compensation, wage, shift"
7,18,commute,통근하다,650,9,verb,basic,인사/복지,"travel, journey, transit","telecommute, stay","transportation, distance, traffic"
7,19,salary,급여,650,9,noun,basic,인사/복지,"wage, compensation, pay","debt, liability","employment, benefits, allowance"
7,20,award,"상, (상 등을)수여하다",650,9,noun,intermediate,인사/복지,"prize, recognition, grant",penalty,"salary, bonus, compensate"
7,21,reward,"~에 보답하다, 보상하다, 보상, 포상",650,9,noun,intermediate,인사/복지,"compensation, bonus, recompense","penalty, punishment","incentive, merit, recognition"
7,22,checkup,건강 진단,650,9,noun,basic,인사/복지,"examination, inspection, assessment",none,"wellness, insurance, coverage"
7,23,permanently,"영구적으로, 불변으로",650,8,adverb,intermediate,인사/복지,"perpetually, fixedly, indefinitely","temporarily, briefly","employment, contract, policy"
7,24,entitle,자격을 주다,650,8,verb,intermediate,인사/복지,"qualify, authorize, permit","disqualify, forbid","eligibility, benefit, requirement"
7,25,payroll,"임금 대장, 급료 명부",650,8,noun,intermediate,인사/복지,"wage list, salary roster, compensation list",none,"salary, compensation, benefit"
7,26,personnel,"(집합적)직원, 인원, 인사과",650,8,noun,intermediate,인사/복지,"staff, employees, workforce",none,"human resources, recruitment, department"
7,27,deduct,"공제하다, 빼다",650,8,verb,intermediate,인사/복지,"subtract, withdraw, discount","add, include","salary, compensation, allowance"
7,28,absence,"부재, 결근, 결석",650,8,noun,intermediate,인사/복지,"nonattendance, unavailability, deficiency","presence, attendance","leave, sick day, coverage"
7,29,congratulate,축하하다,650,8,verb,intermediate,인사/복지,"commend, praise, compliment","criticize, censure","award, recognition, performance"
7,30,attitude,"태도, 마음가짐",650,8,noun,basic,인사/복지,"demeanor, mindset, outlook",none,"conduct, appraisal, performance"
7,31,physician,내과 의사,650,8,noun,intermediate,인사/복지,"doctor, practitioner, specialist",none,"insurance, treatment, medical"
7,32,certificate,"증명서, 증서",650,8,noun,intermediate,인사/복지,"diploma, credential, license",none,"qualification, document, verification"
7,33,union,노동조합,650,7,noun,intermediate,인사/복지,"association, guild, federation",management,"negotiation, employee, collective bargaining"
7,34,praise,칭찬,650,7,noun,intermediate,인사/복지,"compliment, commendation, acclaim","criticism, reprimand","performance, review, morale"
7,35,labor,"노동, 일하다, 노동하다",650,7,noun,basic,인사/복지,"workforce, toil, employment","leisure, idleness","salary, employee, productivity"
7,36,treatment,"대우, 처우",650,7,noun,intermediate,인사/복지,"handling, management, conduct",neglect,"compensation, welfare, policy"
7,37,deserve,"~할 만하다, ~할 가치가 있다",650,6,verb,intermediate,인사/복지,"merit, earn, be entitled to","forfeit, lose","reward, promotion, compensation"
7,38,exploit,"착취하다, 부당하게 이용하다",650,6,verb,advanced,인사/복지,"misuse, utilize, take advantage of","protect, respect","labor, regulation, ethics"
7,39,dental,치과의,650,5,other,intermediate,인사/복지,"oral, orthodontic, medical",none,"insurance, claim, benefit"
7,40,premium,보험료,650,5,other,intermediate,인사/복지,"fee, charge, insurance payment",discount,"benefit, policy, deductible"
7,41,health,"건강, (사회·기관의) 번영, 안녕",650,5,other,intermediate,인사/복지,"welfare, condition, vitality","illness, decline","insurance, benefit, safety"
7,42,deprivation,"박탈, 상실",650,5,other,intermediate,인사/복지,"loss, lack, absence","acquisition, provision","benefit, compensation, policy"
7,43,coverage,"(보험의) 보상 범위, (신문 등의) 보도, 취재 범위",650,5,other,intermediate,인사/복지,"scope, extent, insurance protection","exclusion, limitation","benefit, policy, premium"
7,44,insurance,보험,650,5,other,intermediate,인사/복지,"coverage, protection, policy",none,"benefit, premium, claim"
7,45,compliance,(명령 〮 법규에의) 준수,650,10,noun,intermediate,법률/규정,"adherence, conformity, observance","violation, noncompliance","regulation, enforce, requirement"
7,46,regulation,규정,650,10,noun,basic,법률/규정,"rule, statute, guideline",none,"enforce, legal, standard"
7,47,required,"필수의, 의무적인",650,10,adjective,basic,법률/규정,"mandatory, compulsory, obligatory","optional, voluntary","regulation, compliance, necessary"
7,48,permission,"허락, 허가",650,10,noun,basic,법률/규정,"authorization, consent, approval","denial, refusal","license, request, procedure"
7,49,allow,"~하게하다, ~을 허락하다",650,10,verb,basic,법률/규정,"permit, authorize, grant","forbid, prohibit","regulation, approval, license"
7,50,safety,안전,650,10,noun,basic,법률/규정,"security, protection, precaution","danger, hazard","regulation, compliance, enforce"
7,51,valid,유효한,650,10,adjective,basic,법률/규정,"legitimate, authorized, effective","invalid, expired","permit, regulation, expiration date"
7,52,adhere,"지키다, 고수하다",650,9,verb,intermediate,법률/규정,"stick, abide by, comply","violate, ignore","regulation, policy, guideline"
7,53,comply,"준수하다, 따르다",650,9,verb,intermediate,법률/규정,"adhere, obey, conform","violate, ignore","regulation, standard, requirement"
7,54,restrict,"한정하다, 제한하다",650,9,verb,intermediate,법률/규정,"limit, confine, restrain","allow, permit","regulation, comply, policy"
7,55,confidential,"기밀의, 내밀한",650,9,adjective,intermediate,법률/규정,"secret, private, classified","public, open","disclosure, security, proprietary"
7,56,exception,예외,650,9,noun,intermediate,법률/규정,"deviation, exclusion, omission","rule, norm","policy, regulation, standard"
7,57,code,"규범, 관례, 암호",650,9,noun,basic,법률/규정,"regulation, standard, ethics",none,"compliance, policy, conduct"
7,58,officially,공식적으로,650,9,adverb,intermediate,법률/규정,"formally, authorizedly, legitimately","unofficially, informally","procedure, approval, document"
7,59,observe,"관찰하다, 주시하다, (규칙 등을) 준수하다,
지키다",650,9,verb,intermediate,법률/규정,"comply, monitor, adhere to","violate, disregard","regulation, procedure, mandate"
7,60,liable,"책임져야 할, ~하기 쉬운",650,9,adjective,advanced,법률/규정,"responsible, accountable, obligated","immune, exempt","compliance, risk, coverage"
7,61,duty,"관세, 세금, 직무, 의무",650,9,noun,basic,법률/규정,"tariff, obligation, responsibility",none,"customs, regulation, compliance"
7,62,mandatory,의무적인,650,9,adjective,intermediate,법률/규정,"compulsory, required, obligatory","optional, voluntary","compliance, regulation, policy"
7,63,pass,"지나가다, 통과하다",650,9,verb,basic,법률/규정,"approve, clear, proceed","fail, reject","regulation, legislation, enforce"
7,64,evident,"분명한, 명백한",650,9,adjective,intermediate,법률/규정,"obvious, apparent, clear","concealed, ambiguous","proof, demonstrate, conclusion"
7,65,investigation,조사,650,9,noun,intermediate,법률/규정,"inquiry, examination, scrutiny",neglect,"examine, enforce, compliance"
7,66,prohibit,금지하다,650,8,verb,intermediate,법률/규정,"forbid, ban, restrict","permit, allow","regulation, law, mandate"
7,67,enforce,"(법률을) 시행하다, 집행하다",650,8,verb,intermediate,법률/규정,"implement, impose, execute","waive, ignore","regulation, compliance, rule"
7,68,legislation,"법률, 법규",650,8,noun,intermediate,법률/규정,"law, statute, regulation",none,"comply, enforce, policy"
7,69,obligation,"의무, 책임",650,8,noun,intermediate,법률/규정,"duty, responsibility, commitment","option, choice","comply, mandate, requirement"
7,70,waive,"(규칙 등을) 적용하지 않다, 
(권리·청구 등을) 포기하다",650,8,verb,intermediate,법률/규정,"relinquish, surrender, forgo","enforce, uphold","fee, regulation, exemption, claim"
7,71,exempt,"면제된, ~이 없는",650,8,adjective,intermediate,법률/규정,"excused, immune, absolved","liable, obligatory","waiver, regulation, compliance, fee"
7,72,evidence,증거,650,8,noun,basic,법률/규정,"proof, data, verification","speculation, conjecture","document, verify, demonstrate"
7,73,caution,"주의, 조심",650,8,noun,intermediate,법률/규정,"warning, prudence, alertness","carelessness, recklessness","regulation, risk, comply"
7,74,severely,"엄격하게, 심하게",650,7,adverb,intermediate,법률/규정,"harshly, strictly, critically","lightly, mildly","penalize, compliance, fine"
7,75,oblige,"어쩔 수 없이 ~하게 하다, ~에게 강요하다",650,7,verb,intermediate,법률/규정,"require, compel, mandate","exempt, allow","comply, mandatory, duty"
7,76,inspector,"조사관, 감독관",650,7,noun,intermediate,법률/규정,"examiner, supervisor, auditor",none,"regulation, compliance, enforce"
7,77,fine,벌금,650,7,noun,intermediate,법률/규정,"penalty, charge, forfeiture","bonus, refund","violation, regulation, comply"
7,78,exclusion,"제외, 배제",650,7,noun,intermediate,법률/규정,"omission, elimination, barring","inclusion, admittance","limitation, exception, clause"
7,79,pollutant,오염 물질,650,7,noun,intermediate,법률/규정,"contaminant, waste, effluent","cleanser, purifier","emission, regulation, compliance"
7,80,abolish,(제도 및 법률 등을) 폐지하다,650,6,verb,intermediate,법률/규정,"eliminate, repeal, cancel","establish, institute","regulation, policy, enforce"
8,1,approximately,대략,650,10,adverb,basic,기타,"roughly, nearly, about","precisely, exactly","estimate, calculation, measurement"
8,2,according to,~에 따라,650,10,phrase,basic,기타,"based on, consistent with, in compliance with",contrary to,"regulations, policy, instruction"
8,3,remain,"계속 ~한 상태이다, 아직 ~해야 한다",650,10,verb,basic,기타,"continue, persist, stay","cease, depart","status, outstanding, current"
8,4,very,"매우, 대단히, 아주",650,10,adverb,basic,기타,"extremely, highly, considerably","slightly, barely","excellent, satisfactory, crucial"
8,5,industry,산업,650,10,noun,basic,기타,"sector, commerce, business",none,"economy, market, corporation"
8,6,hardly,거의~하지 않다,650,10,adverb,basic,기타,"scarcely, rarely, barely","frequently, often","seldom, nearly, inadequate"
8,7,highly,"매우,대단히",650,10,adverb,basic,기타,"extremely, greatly, significantly","slightly, barely","important, successful, valuable"
8,8,effort,노력,650,10,noun,basic,기타,"endeavor, attempt, exertion","idleness, negligence","achieve, goal, performance"
8,9,entire,전체의,650,10,adjective,basic,기타,"whole, complete, total","partial, fraction","comprehensive, overall, full"
8,10,recently,최근에,650,10,adverb,basic,기타,"lately, newly, freshly","previously, formerly","update, schedule, current"
8,11,last,지속되다,650,10,verb,basic,기타,"continue, endure, persist","end, finish","duration, schedule, period"
8,12,reach,"(치수·양 등이) ~에 달하다, ~에 도착하다",650,10,verb,basic,기타,"achieve, attain, arrive","fail, miss","goal, target, milestone"
8,13,eventually,"결국, 마침내",650,10,adverb,basic,기타,"ultimately, finally, in the end","immediately, initially","outcome, result, conclusion"
8,14,depend on,"~에 달려 있다, ~에게 의존하다",650,10,phrase,basic,기타,"rely on, count on, hinge on","disregard, ignore","condition, outcome, factor"
8,15,significantly,"상당히, 두드러지게",650,10,adverb,basic,기타,"considerably, remarkably, notably","slightly, negligibly","increase, reduction, improve"
8,16,choice,"선택물, 선택 사항, 선택",650,10,noun,basic,기타,"option, selection, preference","necessity, requirement","choose, decision, alternative"
8,17,recent,최근의,650,10,adjective,basic,기타,"current, latest, new","past, old","updated, formerly, development"
8,18,currently,현재,650,10,adverb,basic,기타,"presently, now, nowadays","formerly, previously","recent, status, ongoing"
8,19,previously,이전에,650,10,adverb,basic,기타,"formerly, earlier, prior","currently, presently","initial, past, subsequent"
8,20,prior,"전의, 먼저의",650,10,adjective,intermediate,기타,"previous, preceding, former","subsequent, following","advance, deadline, preparation"
8,21,various,"여러 가지의, 가지각색의",650,10,adjective,basic,기타,"diverse, multiple, numerous","identical, uniform","selection, range, assortment"
8,22,include,포함하다,650,10,verb,basic,기타,"comprise, contain, incorporate","exclude, omit","feature, component, listing"
8,23,possible,"가능한, 있음 직한",650,10,adjective,basic,기타,"feasible, achievable, potential","impossible, unlikely","probability, practicality, likelihood"
8,24,necessary,필요한,650,10,adjective,basic,기타,"essential, required, requisite","unnecessary, optional","requirement, mandatory, critical"
8,25,comprehensive,"종합적인, 포괄적인",650,10,adjective,intermediate,기타,"thorough, complete, exhaustive","partial, limited","review, policy, analysis"
8,26,significant,"상당한, 중대한, 중요한",650,10,adjective,intermediate,기타,"substantial, crucial, important","trivial, minor","impact, factor, amount"
8,27,chance,"가능성, 기회",650,10,noun,basic,기타,"opportunity, possibility, prospect","certainty, inevitability","potential, forecast, available"
8,28,occasionally,"가끔, 때때로",650,9,adverb,basic,기타,"sometimes, periodically, sporadically","constantly, frequently","often, rarely, seldom"
8,29,especially,특히,650,9,adverb,basic,기타,"particularly, notably, primarily","generally, commonly","specific, important, focus"
8,30,appear,"나타나다, 출현하다",650,9,verb,basic,기타,"emerge, show up, look","disappear, vanish","announcement, attendance, publish"
8,31,largely,"주로, 대부분",650,9,adverb,basic,기타,"mainly, primarily, chiefly","rarely, slightly","frequently, entirely, focus"
8,32,essential,"필수적인, 극히 중요한, 본질적인",650,9,adjective,basic,기타,"crucial, necessary, vital","unnecessary, optional","mandatory, requirement, critical"
8,33,fairly,"상당히, 꽤",650,9,adverb,basic,기타,"considerably, reasonably, moderately","extremely, barely","slightly, highly, quite"
8,34,relatively,상대적으로,650,9,adverb,intermediate,기타,"comparatively, proportionally, moderately","absolutely, entirely","significant, marginal, average"
8,35,exactly,정확히,650,9,adverb,basic,기타,"precisely, accurately, strictly","approximately, loosely","calculation, specific, verify"
8,36,extremely,"극도로, 대단히",650,9,adverb,basic,기타,"highly, tremendously, exceptionally","slightly, minimally","quality, significantly, evaluate"
8,37,major,"주요한, 중대한",650,9,adjective,basic,기타,"principal, significant, crucial","minor, trivial","priority, focus, critical"
8,38,rapidly,"급속히, 빨리",650,9,adverb,basic,기타,"swiftly, quickly, promptly","slowly, gradually","growth, acceleration, promptness"
8,39,limited,"제한된, 한정된",650,9,adjective,basic,기타,"restricted, scarce, confined","unlimited, abundant","capacity, resource, constraint"
8,40,particular,특정한,650,9,adjective,basic,기타,"specific, certain, precise","general, vague","detail, specification, item"
8,41,manner,"방식, 태도",650,9,noun,basic,기타,"method, way, demeanor",none,"procedure, protocol, approach"
8,42,impact,"영향, 충격",650,9,noun,intermediate,기타,"effect, influence, consequence","cause, origin","outcome, result, analyze"
8,43,variety,"다양성, 변화, 종류, 품종",650,9,noun,basic,기타,"diversity, assortment, range","uniformity, homogeneity","selection, inventory, numerous"
8,44,respectively,"각각, 따로",650,9,adverb,intermediate,기타,"separately, individually, correspondingly","jointly, collectively","consecutive, sequence, prior"
8,45,initial,"처음의, 최초의",650,9,adjective,basic,기타,"preliminary, earliest, primary","final, subsequent","phase, commence, starting"
8,46,majority,"대부분, 대다수",650,9,noun,basic,기타,"bulk, preponderance, plurality",minority,"consensus, portion, percentage"
8,47,influence,"~에 영향을 주다, 영향",650,9,noun,basic,기타,"impact, affect, sway",none,"factor, decisive, consequence"
8,48,entirely,완전히,650,9,adverb,basic,기타,"wholly, completely, absolutely","partially, somewhat","fully, highly, significantly"
8,49,international,국제적인,650,9,adjective,basic,기타,"global, worldwide, foreign","domestic, local","export, trade, tariff"
8,50,incorrect,부정확한,650,9,adjective,basic,기타,"inaccurate, flawed, erroneous","correct, precise","error, verification, faulty"
8,51,extensive,"광범위한, 넓은",650,9,adjective,intermediate,기타,"broad, widespread, comprehensive","limited, narrow","scope, coverage, detail"
8,52,completely,"전적으로, 완전히",650,9,adverb,basic,기타,"entirely, fully, thoroughly",partially,"absolute, finished, comprehensive"
8,53,regular,"정기적인, 단골의",650,9,adjective,basic,기타,"scheduled, routine, consistent","irregular, occasional","frequency, routinely, appointment"
8,54,frequently,"자주, 흔히",650,9,adverb,basic,기타,"often, regularly, repeatedly","rarely, seldom","schedule, routine, consistently"
8,55,usually,"보통, 일반적으로",650,9,adverb,basic,기타,"generally, typically, normally","rarely, seldom","routinely, standard, often"
8,56,enroll,등록하다,650,9,verb,intermediate,기타,"register, sign up, join","withdraw, cancel","registration, application, membership"
8,57,easy,"쉬운, 용이한",650,9,adjective,basic,기타,"simple, effortless, manageable","difficult, complex","convenient, accessible, smoothly"
8,58,considerable,(정도나 양이) 상당한,650,9,adjective,intermediate,기타,"substantial, significant, ample","slight, minimal","amount, increase, major"
8,59,head,"(~의 방향으로) 나아가다, 향하게 하다",650,9,verb,basic,기타,"proceed, move toward, go","retreat, return","direction, destination, route"
8,60,vary,"다르다, 다양하다",650,9,verb,basic,기타,"fluctuate, differ, change","remain constant, standardize","diversity, range, factor"
8,61,unexpected,예기치 않은,650,9,adjective,intermediate,기타,"unforeseen, sudden, surprising","anticipated, predictable","delay, circumstance, incident"
8,62,result,"결과, (~의 결과로) 되다",650,9,noun,basic,기타,"outcome, consequence, effect","cause, origin","measure, evaluation, performance"
8,63,preference,선호,650,9,noun,intermediate,기타,"choice, priority, inclination","dislike, aversion","option, selection, recommend"
8,64,easily,쉽게,650,9,adverb,basic,기타,"readily, effortlessly, simply","difficultly, hardly","simple, efficient, smooth"
8,65,occur,"(일이) 발생하다, 생기다",650,9,verb,intermediate,기타,"happen, arise, take place","cease, prevent","incident, situation, event"
8,66,solely,전적으로,650,9,adverb,intermediate,기타,"exclusively, only, merely","jointly, partially","entirely, unique, primarily"
8,67,numerous,많은,650,9,adjective,basic,기타,"abundant, countless, manifold","few, scarce","majority, several, quantity"
8,68,community,"지역 사회, 공동체",650,9,noun,basic,기타,"public, neighborhood, society","individual, isolation","relation, local, initiative"
8,69,identification,"신분증, 신분 증명서",650,9,noun,intermediate,기타,"credentials, ID, verification",none,"passport, entry, security"
8,70,mark,"점수, 평점, 표시, 기념하다, 축하하다",650,9,noun,basic,기타,"score, grade, designate","erase, ignore","label, quality, standard"
8,71,after all,결국,650,8,phrase,basic,기타,"eventually, ultimately, finally",initially,"conclusion, outcome, result"
8,72,drastically,"심하게, 과감하게, 철저하게",650,8,adverb,intermediate,기타,"severely, radically, extremely","slightly, moderately","change, reduce, improve"
8,73,in common,"공통으로, 공동으로",650,8,phrase,basic,기타,"jointly, mutually, shared","separately, individually","collaborative, agreement, collective"
8,74,constant,"지속적인, 끊임없이 계속하는",650,8,adjective,basic,기타,"continuous, steady, perpetual","intermittent, variable","consistently, frequently, maintain"
8,75,absolutely,"절대적으로, 완전히",650,8,adverb,basic,기타,"certainly, definitely, completely","partially, perhaps","entirely, precisely, thoroughly"
8,76,necessarily,반드시,650,8,adverb,intermediate,기타,"inevitably, essentially, certainly","optionally, possibly","required, mandatory, essential"
8,77,seasonal,"계절의, 계절적인",650,8,adjective,intermediate,기타,"periodic, temporary, cyclical","permanent, constant","fluctuation, trend, peak"
8,78,subsequent,"차후의, 그 다음의",650,8,adjective,advanced,기타,"following, succeeding, ensuing","preceding, prior","sequence, update, later"
8,79,lack,"~이 없다,부족",650,8,verb,intermediate,기타,"shortage, deficit, deficiency","abundance, surplus","insufficient, need, resource"
8,80,consecutive,연속적인,650,8,adjective,intermediate,기타,"successive, continuous, uninterrupted","sporadic, non-sequential","sequence, period, series"
